ID,SUPPLIER,"CARRIER NAME",INVOICE,"INVOICE NUMBER","READY DATE","VALIDATION DATE","SHIPPING QUOTE","PACKING LIST","CUSTOMS DOCS",TRACKING,STATUS,id_claim,"PICKING DATE",CARRIER,INCOTERM,ROUTE,FREIGHT,"CUSTOMS CLEAR","IMPORT DUTIES","DELIVERY DATE",COMMENTS
116,106,UNKNOWN,,240155,2025-03-26,,,0,0,,1,,,0,EXW,,0.00,0.00,0.00,0000-00-00,"BOX CAN FIT ON TOP OF THE PALLET IF REQUIRED"
130,13,UNKNOWN,39168.00,2024,2024-05-20,,,,,,1,,,,EXW,,0.00,0.00,0.00,0000-00-00,
