ID;SUPPLIER;"CARRIER NAME";INVOICE;"INVOICE NUMBER";"READY DATE";"VALIDATION DATE";"SHIPPING QUOTE";"PACKING LIST";"CUSTOMS DOCS";TRACKING;STATUS;id_claim;"PICKING DATE";CARRIER;INCOTERM;ROUTE;FREIGHT;"CUSTOMS CLEAR";"IMPORT DUTIES";"DELIVERY DATE";COMMENTS
54;97;MAERSK;;;2025-01-24;;;0;0;;4;;;9;EXW;;0.00;0.00;0.00;0000-00-00;
