Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
"Alpha Competition";"Alpha Competition";AC-WS-20-BT;;7;59.55;6.84;22.000000;22.000000;22.000000;2.300000;;"Alpha Competition, AC-WS-XX-Z, AC-WS-20-BT";;"Alpha Competition, AC-WS-XX-Z, AC-WS-20-BT";alpha-competition-ac-ws-20-bt
"Alpha Competition";"Alpha Competition";AC-WS-5;;7;29.26;6.84;22.000000;22.000000;22.000000;2.300000;;"Alpha Competition, AC-WS-XX-Z, AC-WS-5";;"Alpha Competition, AC-WS-XX-Z, AC-WS-5";alpha-competition-ac-ws-5
"Alpha Competition";"Alpha Competition";AC-KC-AU-RSK-BK;;7;16.25;5.00;15.000000;7.000000;10.000000;0.100000;;"Alpha Competition, AC-KC-AU-RSK-Z, AC-KC-AU-RSK-BK";;"Alpha Competition, AC-KC-AU-RSK-Z, AC-KC-AU-RSK-BK";alpha-competition-ac-kc-au-rsk-bk
"Alpha Competition";"Alpha Competition";AC-KC-AU-RSK-BL;;7;16.25;5.00;15.000000;7.000000;10.000000;0.100000;;"Alpha Competition, AC-KC-AU-RSK-Z, AC-KC-AU-RSK-BL";;"Alpha Competition, AC-KC-AU-RSK-Z, AC-KC-AU-RSK-BL";alpha-competition-ac-kc-au-rsk-bl
"Alpha Competition";"Alpha Competition";AC-CEL-FIX-S;;7;34.95;13.95;6.000000;5.000000;3.000000;0.200000;;"Alpha Competition, AC-CEL-FIX-Z, AC-CEL-FIX-S";;"Alpha Competition, AC-CEL-FIX-Z, AC-CEL-FIX-S";alpha-competition-ac-cel-fix-s
"Alpha Competition";"Alpha Competition";AC-DAZA-DPHS;;7;425.20;157.50;90.000000;22.000000;51.000000;7.500000;;"Alpha Competition, AC-DAZA-DP-Z, AC-DAZA-DPHS";;"Alpha Competition, AC-DAZA-DP-Z, AC-DAZA-DPHS";alpha-competition-ac-daza-dphs
"Alpha Competition";"Alpha Competition";AC-AU-04BK;;7;36.58;7.20;20.000000;18.000000;2.000000;0.200000;;"Alpha Competition, AC-AU-04BK, ";;"Alpha Competition, AC-AU-04BK, ";alpha-competition-ac-au-04bk
"Alpha Competition";"Alpha Competition";AC-WS-NI-20;;7;60.97;5.00;16.000000;16.000000;8.000000;1.600000;;"Alpha Competition, AC-WS-NI-XX-Z, AC-WS-NI-20";;"Alpha Competition, AC-WS-NI-XX-Z, AC-WS-NI-20";alpha-competition-ac-ws-ni-20
"Alpha Competition";"Alpha Competition";AC-WS-NI-15;;7;56.90;12.82;16.000000;16.000000;8.000000;1.600000;;"Alpha Competition, AC-WS-NI-XX-Z, AC-WS-NI-15";;"Alpha Competition, AC-WS-NI-XX-Z, AC-WS-NI-15";alpha-competition-ac-ws-ni-15
"Alpha Competition";"Alpha Competition";AC-WS-HN-20;;7;60.97;5.00;16.000000;16.000000;8.000000;2.000000;;"Alpha Competition, AC-WS-HN-XX-Z, AC-WS-HN-20";;"Alpha Competition, AC-WS-HN-XX-Z, AC-WS-HN-20";alpha-competition-ac-ws-hn-20
"Alpha Competition";"Alpha Competition";AC-WS-SB-20;;7;69.10;5.00;16.000000;16.000000;8.000000;1.700000;;"Alpha Competition, AC-WS-SB-XX-Z, AC-WS-SB-20";;"Alpha Competition, AC-WS-SB-XX-Z, AC-WS-SB-20";alpha-competition-ac-ws-sb-20
"Alpha Competition";"Alpha Competition";AC-WS-SB-15;;7;65.03;6.00;16.000000;16.000000;8.000000;1.700000;;"Alpha Competition, AC-WS-SB-XX-Z, AC-WS-SB-15";;"Alpha Competition, AC-WS-SB-XX-Z, AC-WS-SB-15";alpha-competition-ac-ws-sb-15
"Alpha Competition";"Alpha Competition";AC-WS-SU-20;;7;69.10;11.70;16.000000;16.000000;8.000000;1.700000;;"Alpha Competition, AC-WS-SU-XX-Z, AC-WS-SU-20";;"Alpha Competition, AC-WS-SU-XX-Z, AC-WS-SU-20";alpha-competition-ac-ws-su-20
"Alpha Competition";"Alpha Competition";AC-WS-SU-15;;7;65.03;11.70;16.000000;16.000000;8.000000;1.700000;;"Alpha Competition, AC-WS-SU-XX-Z, AC-WS-SU-15";;"Alpha Competition, AC-WS-SU-XX-Z, AC-WS-SU-15";alpha-competition-ac-ws-su-15
"Alpha Competition";"Alpha Competition";AC-WS-AU-10-BT;;7;48.78;11.79;16.000000;16.000000;8.000000;1.300000;;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-10-BT";;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-10-BT";alpha-competition-ac-ws-au-10-bt
"Alpha Competition";"Alpha Competition";AC-WS-AU-15;;7;36.58;11.79;16.000000;16.000000;8.000000;1.300000;;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-15";;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-15";alpha-competition-ac-ws-au-15
"Alpha Competition";"Alpha Competition";AC-WS-AU-12;;7;36.58;11.79;16.000000;16.000000;8.000000;1.300000;;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-12";;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-12";alpha-competition-ac-ws-au-12
"Alpha Competition";"Alpha Competition";AC-WS-AU-12-BT;;7;48.78;11.79;16.000000;16.000000;8.000000;1.300000;;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-12-BT";;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-12-BT";alpha-competition-ac-ws-au-12-bt
"Alpha Competition";"Alpha Competition";AC-WS-AU-15-BT;;7;48.78;11.79;16.000000;16.000000;8.000000;1.300000;;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-15-BT";;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-15-BT";alpha-competition-ac-ws-au-15-bt
"Alpha Competition";"Alpha Competition";AC-WS-AU-10;;7;36.58;11.79;16.000000;16.000000;8.000000;1.300000;;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-10";;"Alpha Competition, AC-WS-AU-XX-Z, AC-WS-AU-10";alpha-competition-ac-ws-au-10
"Alpha Competition";"Alpha Competition";AC-200-CP-4;;7;89.42;33.12;20.000000;6.000000;8.000000;1.040000;;"Alpha Competition, AC-200-CP-4, ";;"Alpha Competition, AC-200-CP-4, ";alpha-competition-ac-200-cp-4
"Alpha Competition";"Alpha Competition";AC-200-CP-5;;7;111.37;41.40;20.000000;6.000000;8.000000;1.300000;;"Alpha Competition, AC-200-CP-5, ";;"Alpha Competition, AC-200-CP-5, ";alpha-competition-ac-200-cp-5
"Alpha Competition";"Alpha Competition";AC-200-CP-6;;7;133.33;49.68;20.000000;6.000000;8.000000;1.560000;;"Alpha Competition, AC-200-CP-6, ";;"Alpha Competition, AC-200-CP-6, ";alpha-competition-ac-200-cp-6
"Alpha Competition";"Alpha Competition";AC-MK7-CP-4;;7;121.94;31.68;20.000000;6.000000;8.000000;1.040000;;"Alpha Competition, AC-MK7-CP-4, ";;"Alpha Competition, AC-MK7-CP-4, ";alpha-competition-ac-mk7-cp-4
"Alpha Competition";"Alpha Competition";AC-MK7-CP-5;;7;152.84;31.68;25.000000;6.000000;8.000000;1.300000;;"Alpha Competition, AC-MK7-CP-5, ";;"Alpha Competition, AC-MK7-CP-5, ";alpha-competition-ac-mk7-cp-5
"Alpha Competition";"Alpha Competition";AC-MK7-CP-6;;7;183.73;31.68;30.000000;6.000000;8.000000;1.500000;;"Alpha Competition, AC-MK7-CP-6, ";;"Alpha Competition, AC-MK7-CP-6, ";alpha-competition-ac-mk7-cp-6
"Alpha Competition";"Alpha Competition";AC-N14-IND-BK;;7;65.03;22.18;51.000000;21.000000;16.000000;1.200000;;"Alpha Competition, AC-N14-IND-Z, AC-N14-IND-BK";;"Alpha Competition, AC-N14-IND-Z, AC-N14-IND-BK";alpha-competition-ac-n14-ind-bk
"Alpha Competition";"Alpha Competition";AC-N14-IND-BL;;7;65.03;22.18;51.000000;21.000000;16.000000;1.200000;;"Alpha Competition, AC-N14-IND-Z, AC-N14-IND-BL";;"Alpha Competition, AC-N14-IND-Z, AC-N14-IND-BL";alpha-competition-ac-n14-ind-bl
"Alpha Competition";"Alpha Competition";AC-N14-IND-RD;;7;65.03;22.18;51.000000;21.000000;16.000000;1.200000;;"Alpha Competition, AC-N14-IND-Z, AC-N14-IND-RD";;"Alpha Competition, AC-N14-IND-Z, AC-N14-IND-RD";alpha-competition-ac-n14-ind-rd
"Alpha Competition";"Alpha Competition";AC-MK7-BT;;7;26.82;10.80;15.000000;11.000000;4.000000;0.100000;;"Alpha Competition, AC-MK7-BT, ";;"Alpha Competition, AC-MK7-BT, ";alpha-competition-ac-mk7-bt
"Alpha Competition";"Alpha Competition";AC-27-YH;;7;81.29;28.76;32.000000;23.000000;9.000000;0.900000;;"Alpha Competition, AC-27-YH, ";;"Alpha Competition, AC-27-YH, ";alpha-competition-ac-27-yh
"Alpha Competition";"Alpha Competition";AC-500-CH-BL;;7;89.42;17.55;39.000000;30.000000;10.000000;1.240000;;"Alpha Competition, AC-500-CH-Z, AC-500-CH-BL";;"Alpha Competition, AC-500-CH-Z, AC-500-CH-BL";alpha-competition-ac-500-ch-bl
"Alpha Competition";"Alpha Competition";AC-500-CH-BK;;7;89.42;17.55;39.000000;30.000000;10.000000;1.240000;;"Alpha Competition, AC-500-CH-Z, AC-500-CH-BK";;"Alpha Competition, AC-500-CH-Z, AC-500-CH-BK";alpha-competition-ac-500-ch-bk
"Alpha Competition";"Alpha Competition";AC-500-CH-RD;;7;89.42;17.55;39.000000;30.000000;10.000000;1.240000;;"Alpha Competition, AC-500-CH-Z, AC-500-CH-RD";;"Alpha Competition, AC-500-CH-Z, AC-500-CH-RD";alpha-competition-ac-500-ch-rd
"Alpha Competition";"Alpha Competition";AC-500-AH-BL;;7;73.16;20.05;33.000000;30.000000;8.000000;0.500000;;"Alpha Competition, AC-500-AH-Z, AC-500-AH-BL";;"Alpha Competition, AC-500-AH-Z, AC-500-AH-BL";alpha-competition-ac-500-ah-bl
"Alpha Competition";"Alpha Competition";AC-500-AH-BK;;7;73.16;20.05;33.000000;30.000000;8.000000;0.500000;;"Alpha Competition, AC-500-AH-Z, AC-500-AH-BK";;"Alpha Competition, AC-500-AH-Z, AC-500-AH-BK";alpha-competition-ac-500-ah-bk
"Alpha Competition";"Alpha Competition";AC-500-AH-RD;;7;73.16;20.05;33.000000;30.000000;8.000000;0.500000;;"Alpha Competition, AC-500-AH-Z, AC-500-AH-RD";;"Alpha Competition, AC-500-AH-Z, AC-500-AH-RD";alpha-competition-ac-500-ah-rd
"Alpha Competition";"Alpha Competition";AC-500-THK-BL;;7;52.84;12.44;33.000000;30.000000;15.000000;0.800000;;"Alpha Competition, AC-500-THK-Z, AC-500-THK-BL";;"Alpha Competition, AC-500-THK-Z, AC-500-THK-BL";alpha-competition-ac-500-thk-bl
"Alpha Competition";"Alpha Competition";AC-500-THK-BK;;7;52.84;12.44;33.000000;30.000000;15.000000;0.800000;;"Alpha Competition, AC-500-THK-Z, AC-500-THK-BK";;"Alpha Competition, AC-500-THK-Z, AC-500-THK-BK";alpha-competition-ac-500-thk-bk
"Alpha Competition";"Alpha Competition";AC-500-THK-RD;;7;52.84;12.44;33.000000;30.000000;15.000000;0.800000;;"Alpha Competition, AC-500-THK-Z, AC-500-THK-RD";;"Alpha Competition, AC-500-THK-Z, AC-500-THK-RD";alpha-competition-ac-500-thk-rd
"Alpha Competition";"Alpha Competition";AC-200-PP;;7;89.42;27.00;35.000000;30.000000;10.000000;0.460000;;"Alpha Competition, AC-200-PP, ";;"Alpha Competition, AC-200-PP, ";alpha-competition-ac-200-pp
"Alpha Competition";"Alpha Competition";AC-WS-BM-10-BT;;7;49.59;12.52;22.000000;22.000000;22.000000;2.400000;;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-10-BT";;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-10-BT";alpha-competition-ac-ws-bm-10-bt
"Alpha Competition";"Alpha Competition";AC-WS-BM-12-BT;;7;49.59;13.58;22.000000;22.000000;22.000000;2.400000;;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-12-BT";;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-12-BT";alpha-competition-ac-ws-bm-12-bt
"Alpha Competition";"Alpha Competition";AC-WS-BM-15-BT;;7;49.59;14.98;22.000000;22.000000;22.000000;2.400000;;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-15-BT";;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-15-BT";alpha-competition-ac-ws-bm-15-bt
"Alpha Competition";"Alpha Competition";AC-WS-BM-12;;7;37.39;6.79;22.000000;22.000000;22.000000;2.400000;;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-12";;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-12";alpha-competition-ac-ws-bm-12
"Alpha Competition";"Alpha Competition";AC-WS-BM-15;;7;37.39;7.49;22.000000;22.000000;22.000000;2.400000;;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-15";;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-15";alpha-competition-ac-ws-bm-15
"Alpha Competition";"Alpha Competition";AC-WS-BM-10;;7;37.39;6.26;22.000000;22.000000;22.000000;2.400000;;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-10";;"Alpha Competition, AC-WS-BM-XX-Z, AC-WS-BM-10";alpha-competition-ac-ws-bm-10
"Alpha Competition";"Alpha Competition";AC-200-QS;;7;81.29;23.40;20.000000;14.000000;7.000000;0.500000;;"Alpha Competition, AC-200-QS, ";;"Alpha Competition, AC-200-QS, ";alpha-competition-ac-200-qs
"Alpha Competition";"Alpha Competition";AC-180-CAN;;7;16.25;4.50;26.000000;15.000000;10.000000;0.400000;;"Alpha Competition, AC-180-CAN, ";;"Alpha Competition, AC-180-CAN, ";alpha-competition-ac-180-can
"Alpha Competition";"Alpha Competition";AC-300-CP-6;;7;116.25;45.90;21.000000;10.000000;13.000000;1.600000;;"Alpha Competition, AC-300-CP-6, ";;"Alpha Competition, AC-300-CP-6, ";alpha-competition-ac-300-cp-6
"Alpha Competition";"Alpha Competition";AC-Z33-HHL;;7;105.68;60.71;29.000000;17.000000;10.000000;0.800000;;"Alpha Competition, AC-Z33-HHL, ";;"Alpha Competition, AC-Z33-HHL, ";alpha-competition-ac-z33-hhl
"Alpha Competition";"Alpha Competition";AC-Z33-CP;;7;24.38;7.92;22.000000;22.000000;22.000000;1.220000;;"Alpha Competition, AC-Z33-CP, ";;"Alpha Competition, AC-Z33-CP, ";alpha-competition-ac-z33-cp
"Alpha Competition";"Alpha Competition";AC-Z33-CP-6;;7;113.81;47.52;21.000000;21.000000;17.000000;1.220000;;"Alpha Competition, AC-Z33-CP-6, ";;"Alpha Competition, AC-Z33-CP-6, ";alpha-competition-ac-z33-cp-6
"Alpha Competition";"Alpha Competition";AC-S55-RAD;;7;487.80;207.00;111.000000;53.000000;32.000000;8.520000;;"Alpha Competition, AC-S55-RAD, ";;"Alpha Competition, AC-S55-RAD, ";alpha-competition-ac-s55-rad
"Alpha Competition";"Alpha Competition";AC-F97-DPHS;;7;425.19;157.50;80.000000;31.000000;18.000000;6.600000;;"Alpha Competition, AC-F97-DP-Z, AC-F97-DPHS";;"Alpha Competition, AC-F97-DP-Z, AC-F97-DPHS";alpha-competition-ac-f97-dphs
"Alpha Competition";"Alpha Competition";AC-S55-OC;;7;325.20;184.50;92.000000;30.000000;25.000000;5.500000;;"Alpha Competition, AC-S55-OC, ";;"Alpha Competition, AC-S55-OC, ";alpha-competition-ac-s55-oc
"Alpha Competition";"Alpha Competition";AC-VAG-WB;;7;121.94;18.00;22.000000;22.000000;22.000000;2.000000;;"Alpha Competition, AC-VAG-WB, ";;"Alpha Competition, AC-VAG-WB, ";alpha-competition-ac-vag-wb
"Alpha Competition";"Alpha Competition";AC-300-CP-4;;7;77.23;30.60;20.000000;13.000000;9.000000;1.000000;;"Alpha Competition, AC-300-CP-4, ";;"Alpha Competition, AC-300-CP-4, ";alpha-competition-ac-300-cp-4
"Alpha Competition";"Alpha Competition";AC-14-BT;;7;16.25;9.00;22.000000;14.000000;5.000000;0.200000;;"Alpha Competition, AC-14-BT, ";;"Alpha Competition, AC-14-BT, ";alpha-competition-ac-14-bt
"Alpha Competition";"Alpha Competition";AC-N55-OT;;7;81.29;45.00;21.000000;21.000000;17.000000;0.860000;;"Alpha Competition, AC-N55-OT, ";;"Alpha Competition, AC-N55-OT, ";alpha-competition-ac-n55-ot
"Alpha Competition";"Alpha Competition";AC-V10-EXM;;7;1626.01;702.00;90.000000;26.000000;21.000000;10.300000;;"Alpha Competition, AC-V10-EXM, ";;"Alpha Competition, AC-V10-EXM, ";alpha-competition-ac-v10-exm
"Alpha Competition";"Alpha Competition";AC-MUS8-EXMDP;;7;731.70;315.00;92.000000;51.000000;34.000000;23.500000;;"Alpha Competition, AC-MUS8-EXMDP, ";;"Alpha Competition, AC-MUS8-EXMDP, ";alpha-competition-ac-mus8-exmdp
"Alpha Competition";"Alpha Competition";AC-A90-DP;;7;211.37;76.50;91.000000;28.000000;22.000000;4.360000;;"Alpha Competition, AC-A90-DP-Z, AC-A90-DP";;"Alpha Competition, AC-A90-DP-Z, AC-A90-DP";alpha-competition-ac-a90-dp
"Alpha Competition";"Alpha Competition";AC-N54-CC;;7;105.68;27.00;50.000000;20.000000;15.000000;1.700000;;"Alpha Competition, AC-N54-CC, ";;"Alpha Competition, AC-N54-CC, ";alpha-competition-ac-n54-cc
"Alpha Competition";"Alpha Competition";AC-N55-INLET;;7;113.81;49.50;50.000000;20.000000;15.000000;1.420000;;"Alpha Competition, AC-N55-INLET, ";;"Alpha Competition, AC-N55-INLET, ";alpha-competition-ac-n55-inlet
"Alpha Competition";"Alpha Competition";AC-Z33-QS;;7;48.77;24.30;50.000000;11.000000;16.000000;1.000000;;"Alpha Competition, AC-Z33-QS, ";;"Alpha Competition, AC-Z33-QS, ";alpha-competition-ac-z33-qs
"Alpha Competition";"Alpha Competition";AC-N55-IC;;7;406.50;130.95;92.000000;42.000000;36.000000;18.000000;;"Alpha Competition, AC-N55-IC, ";;"Alpha Competition, AC-N55-IC, ";alpha-competition-ac-n55-ic
"Alpha Competition";"Alpha Competition";AC-S63-IC;;7;650.40;260.10;44.000000;34.000000;26.000000;12.000000;;"Alpha Competition, AC-S63-IC, ";;"Alpha Competition, AC-S63-IC, ";alpha-competition-ac-s63-ic
"Alpha Competition";"Alpha Competition";AC-FIST8-IC;;7;373.50;149.40;111.000000;54.000000;33.000000;16.000000;;"Alpha Competition, AC-FIST8-IC, ";;"Alpha Competition, AC-FIST8-IC, ";alpha-competition-ac-fist8-ic
"Alpha Competition";"Alpha Competition";AC-R53-IND-BL;;7;73.16;13.50;31.000000;17.000000;10.000000;0.680000;;"Alpha Competition, AC-R53-IND-Z, AC-R53-IND-BL";;"Alpha Competition, AC-R53-IND-Z, AC-R53-IND-BL";alpha-competition-ac-r53-ind-bl
"Alpha Competition";"Alpha Competition";AC-R53-IND-BK;;7;73.16;13.50;31.000000;17.000000;10.000000;0.680000;;"Alpha Competition, AC-R53-IND-Z, AC-R53-IND-BK";;"Alpha Competition, AC-R53-IND-Z, AC-R53-IND-BK";alpha-competition-ac-r53-ind-bk
"Alpha Competition";"Alpha Competition";AC-30N-CP-4;;7;101.62;31.32;22.000000;22.000000;22.000000;1.200000;;"Alpha Competition, AC-30N-CP-4, ";;"Alpha Competition, AC-30N-CP-4, ";alpha-competition-ac-30n-cp-4
"Alpha Competition";"Alpha Competition";AC-BMB-CP-4;;7;89.42;28.44;22.000000;22.000000;22.000000;2.500000;;"Alpha Competition, AC-BMB-CP-4, ";;"Alpha Competition, AC-BMB-CP-4, ";alpha-competition-ac-bmb-cp-4
