Supplier;Manufacturer;SKU;Name;VAT;Price;Purchase;Width;Height;Depth;Weight;Discount;Tags;"Meta title";"Meta Tags";URL
;HKS;50003-MR45HLZ-4;;7;128.80;87.58;10.000000;10.000000;2.000000;0.300000;;"HKS, 50003-MR45HLZ-4, ";;"HKS, 50003-MR45HLZ-4, ";hks-50003-mr45hlz-4
;HKS;52001-AK060;;7;76.05;65.03;22.000000;22.000000;22.000000;1.500000;;"HKS, 52001-AK06x-Z, 52001-AK060";;"HKS, 52001-AK06x-Z, 52001-AK060";hks-52001-ak060
;HKS;52001-AK061;;7;16.25;10.46;22.000000;22.000000;22.000000;1.500000;;"HKS, 52001-AK06x-Z, 52001-AK061";;"HKS, 52001-AK06x-Z, 52001-AK061";hks-52001-ak061
;HKS;70027-AT001;;7;32.51;21.13;25.000000;25.000000;4.000000;0.350000;;"HKS, 70027-AT001, ";;"HKS, 70027-AT001, ";hks-70027-at001
;HKS;13001-AN012;;7;796.74;571.55;103.000000;42.000000;42.000000;15.000000;;"HKS, 13001-AN012, ";;"HKS, 13001-AN012, ";hks-13001-an012
;HKS;15004-AT010;;7;691.05;508.88;48.000000;36.000000;30.000000;6.200000;;"HKS, 15004-AT010, ";;"HKS, 15004-AT010, ";hks-15004-at010
;HKS;50003-M45REL;;7;28.17;19.16;10.000000;10.000000;10.000000;0.200000;;"HKS, 50003-M45REL, ";;"HKS, 50003-M45REL, ";hks-50003-m45rel
;HKS;50003-M55RET;;7;28.17;19.16;10.000000;5.000000;5.000000;0.500000;;"HKS, 50003-M55RET, ";;"HKS, 50003-M55RET, ";hks-50003-m55ret
;HKS;50003-M55RET/M45REL;;7;113.00;76.84;10.000000;10.000000;2.000000;0.300000;;"HKS, 50003-M55RET/M45REL, ";;"HKS, 50003-M55RET/M45REL, ";hks-50003-m55ret-m45rel
;HKS;50003-MR45XLZ-4;;7;128.80;87.58;10.000000;10.000000;2.000000;0.300000;;"HKS, 50003-MR45XLZ-4, ";;"HKS, 50003-MR45XLZ-4, ";hks-50003-mr45xlz-4
;HKS;22002-AN-023;;7;186.98;140.88;50.000000;8.000000;8.000000;2.280000;;"HKS, 22002-AN-02x-Z, 22002-AN-023";;"HKS, 22002-AN-02x-Z, 22002-AN-023";hks-22002-an-023
;HKS;22002-AN-024;;7;186.98;140.88;50.000000;8.000000;8.000000;2.280000;;"HKS, 22002-AN-02x-Z, 22002-AN-024";;"HKS, 22002-AN-02x-Z, 22002-AN-024";hks-22002-an-024
;HKS;27002-AN003;;7;1869.91;1402.43;69.000000;29.000000;29.000000;8.700000;;"HKS, 27002-AN003, ";;"HKS, 27002-AN003, ";hks-27002-an003
;HKS;KCF-4;;7;4.06;1.72;10.000000;5.000000;1.000000;0.300000;;"HKS, 51007-AK55x-Z, KCF-4";;"HKS, 51007-AK55x-Z, KCF-4";hks-kcf-4
;HKS;50003-M45-HL-4;;7;71.30;48.48;10.000000;10.000000;2.000000;0.300000;;"HKS, 50003-M45-HL-4, ";;"HKS, 50003-M45-HL-4, ";hks-50003-m45-hl-4
;HKS;33004-AM001;;7;195.50;136.85;176.000000;23.000000;23.000000;6.000000;;"HKS, 33004-AM001, ";;"HKS, 33004-AM001, ";hks-33004-am001
;HKS;50003-M45-HL-6;;7;106.95;72.73;10.000000;8.000000;5.000000;0.340000;;"HKS, 50003-M45-HL-6, ";;"HKS, 50003-M45-HL-6, ";hks-50003-m45-hl-6
;HKS;33005-AT012;;7;2737.00;1970.64;110.000000;50.000000;30.000000;10.000000;;"HKS, 33005-AT012, ";;"HKS, 33005-AT012, ";hks-33005-at012
;HKS;70026-AH015;;7;183.42;119.22;50.000000;20.000000;15.000000;3.000000;;"HKS, 70026-AH015, ";;"HKS, 70026-AH015, ";hks-70026-ah015
